,ph,Temperature,Humidity,Density,Electrical Conductivity,N,P,K,Ca,Mg,Particle Width,Particle Spacing,Cotton Crop,Grain Surface
4419,0.6629129,0.4637705,0.6511477,0.5657558,0.6064607,0.7077369,0.724905,0.37544417,0.42924902,0.35299778,0,0,1,2
4420,0.66530085,0.463002,0.6523195,0.567937,0.6061849,0.7099324,0.72654647,0.37767795,0.43108177,0.35541284,0,0,1,2
4421,0.66766995,0.46236864,0.6533704,0.57015496,0.6059066,0.7121235,0.7281841,0.3798978,0.43289664,0.35787475,0,0,1,2
4422,0.67003804,0.46174178,0.65437347,0.57223034,0.60570747,0.71421987,0.72972167,0.38213137,0.43469578,0.3603261,0,0,1,2
4423,0.67239815,0.46115622,0.6553178,0.5742662,0.6056683,0.716068,0.7310384,0.38432404,0.4366395,0.36259177,0,0,1,2
4424,0.67483,0.46038938,0.65624696,0.576153,0.6057093,0.71775466,0.7321719,0.38640812,0.43876666,0.3646955,0,0,1,2
4425,0.67732203,0.45962846,0.65673983,0.5778393,0.6058284,0.71953475,0.7330698,0.38893676,0.44116664,0.36663267,0,0,1,2
4426,0.6796929,0.4588562,0.6570884,0.579411,0.6059601,0.72130436,0.73395234,0.39153197,0.44366768,0.36857456,0,0,1,2
4427,0.6819161,0.458077,0.6573653,0.5808937,0.60599434,0.72315824,0.73488724,0.3946361,0.44603056,0.37052733,0,0,1,2
4428,0.68426675,0.4570808,0.6576997,0.58244133,0.60590994,0.7250132,0.7357669,0.39778185,0.448392,0.37255108,0,0,1,2
4429,0.68659824,0.45599753,0.6581612,0.5838969,0.6057554,0.7268732,0.73645264,0.4009735,0.4508636,0.3743349,0,0,1,2
4430,0.68890953,0.4546837,0.6586401,0.5853227,0.6054992,0.7286125,0.7370204,0.4042783,0.45347103,0.3758909,0,0,1,2
4431,0.69118166,0.4529595,0.65891653,0.58662397,0.60525274,0.7298123,0.7374301,0.40750948,0.45608157,0.3773109,0,0,1,2
4432,0.6933788,0.45121294,0.6591485,0.587874,0.6049418,0.73091596,0.7377852,0.41082713,0.45869958,0.37871096,0,0,1,2
4433,0.6955846,0.4496918,0.659084,0.5891933,0.6044725,0.7317549,0.7382363,0.41393292,0.46133614,0.38030097,0,0,1,2
4434,0.6977919,0.44814613,0.65911186,0.59023947,0.60411566,0.73243314,0.7389788,0.41694644,0.46395186,0.38181937,0,0,1,2
4435,0.69990844,0.4468271,0.6590519,0.5912477,0.60377705,0.73313445,0.73974645,0.42003617,0.46643925,0.38332096,0,0,1,2
4436,0.7019942,0.44553208,0.658992,0.5922545,0.6034214,0.73388046,0.74044263,0.42322677,0.46890584,0.38483295,0,0,1,2
4437,0.70408,0.44423774,0.65892476,0.5932447,0.6030005,0.7345831,0.74108505,0.42643046,0.47145084,0.38628745,0,0,1,2
4438,0.7059693,0.44291753,0.65906274,0.5940959,0.60268015,0.7353529,0.7416704,0.42964727,0.47403687,0.38773975,0,0,1,2
4439,0.70726466,0.4412203,0.65936655,0.59474444,0.6022831,0.7361923,0.74221563,0.43262887,0.47677892,0.38935548,0,0,1,2
4440,0.7084649,0.43939987,0.65978134,0.5954087,0.6018586,0.7370017,0.7427493,0.43557775,0.47959653,0.3909733,0,0,1,2
4441,0.7097725,0.43745172,0.659873,0.5958776,0.6016178,0.73781604,0.74321866,0.4385192,0.48241404,0.39253843,0,0,1,2
4442,0.7110976,0.43541503,0.65982616,0.59629506,0.6015213,0.7381538,0.74360085,0.44129947,0.48476297,0.39402115,0,0,1,2
4443,0.7123549,0.43340662,0.6598258,0.5966004,0.6012958,0.73851484,0.7440377,0.44396457,0.48700398,0.39538777,0,0,1,2
4444,0.7135702,0.43131703,0.6596804,0.59677625,0.60088605,0.7386959,0.74461067,0.44658765,0.48923463,0.3967419,0,0,1,2
4445,0.71465254,0.4290613,0.6593325,0.59715325,0.60052824,0.7388396,0.7451983,0.44917235,0.49145862,0.39814636,0,0,1,2
4446,0.71571213,0.42656457,0.65886116,0.597515,0.6002225,0.7390111,0.7458199,0.4517809,0.49364334,0.39952406,0,0,1,2
4447,0.71680516,0.42393854,0.6583768,0.5978214,0.60015625,0.73923355,0.7462577,0.45436525,0.4957219,0.40089417,0,0,1,2
4448,0.71789527,0.42130235,0.65789497,0.59815764,0.6002232,0.7391883,0.7466725,0.4568877,0.4975326,0.4022027,0,0,1,2
4449,0.71894974,0.41837427,0.65742326,0.59866387,0.6001093,0.73887277,0.74704105,0.45930693,0.4992898,0.40354055,0,0,1,2
4450,0.71974456,0.41533706,0.65701765,0.59915704,0.5999482,0.7385081,0.7474339,0.4616926,0.5009183,0.4048313,0,0,1,2
4451,0.7205198,0.41230842,0.65651566,0.5995733,0.5998684,0.7379939,0.7480222,0.46415582,0.5024402,0.40606582,0,0,1,2
4452,0.72128785,0.40926588,0.65600264,0.5999597,0.59974664,0.7375656,0.7486373,0.46681073,0.50379544,0.40723178,0,0,1,2
4453,0.7220614,0.4059586,0.6556199,0.6001013,0.59961027,0.73709655,0.7492699,0.4695905,0.5049934,0.4081785,0,0,1,2
4454,0.7229432,0.4024988,0.65517783,0.6004038,0.5992798,0.73654056,0.74990684,0.4724449,0.50597596,0.40901807,0,0,1,2
4455,0.72388345,0.39904305,0.6547335,0.6006403,0.59892416,0.73585397,0.7505795,0.4754158,0.5067992,0.40987054,0,0,1,2
4456,0.72482085,0.3955497,0.6542143,0.60077304,0.5985187,0.7351179,0.7511444,0.478363,0.50763214,0.41072664,0,0,1,2
4457,0.7257435,0.3920817,0.65353674,0.60095423,0.59804916,0.73433083,0.7514765,0.48126706,0.5085804,0.41174024,0,0,1,2
4458,0.7266655,0.38865468,0.6527224,0.60117203,0.5976091,0.7331453,0.7518195,0.48420578,0.50951684,0.41276014,0,0,1,2
4459,0.72757846,0.3853447,0.6516504,0.6013265,0.5973438,0.7318111,0.7521415,0.48710003,0.51053697,0.41378233,0,0,1,2
4460,0.72844476,0.38200688,0.65048486,0.6014591,0.59696424,0.73068374,0.7523727,0.48995194,0.5115991,0.41478902,0,0,1,2
4461,0.72932106,0.37882584,0.64921844,0.60167545,0.5965975,0.72957796,0.75253016,0.49269855,0.51261264,0.41543406,0,0,1,2
4462,0.7300694,0.3756188,0.64791876,0.60204035,0.5963397,0.7282353,0.75254995,0.49560702,0.51318735,0.4158395,0,0,1,2
4463,0.7306366,0.37244356,0.6465819,0.60242534,0.596142,0.7265194,0.752552,0.49860603,0.513722,0.4163243,0,0,1,2
4464,0.73106474,0.36929786,0.64517695,0.6028136,0.596045,0.7247637,0.7525094,0.5014614,0.51423985,0.41692993,0,0,1,2
4465,0.73120177,0.3661257,0.64373446,0.6031763,0.5960451,0.7229738,0.75256175,0.50394464,0.5147006,0.41759998,0,0,1,2
4466,0.7311979,0.3629966,0.6423515,0.60350645,0.5960535,0.721133,0.752659,0.50632185,0.5151805,0.41823742,0,0,1,2
4467,0.7310111,0.35980642,0.64105964,0.6037921,0.5959969,0.7193637,0.75281817,0.5084073,0.51571965,0.41893053,0,0,1,2
4468,0.730862,0.3565591,0.6397518,0.60403585,0.59592825,0.71743715,0.75287575,0.5104781,0.51630557,0.41944513,0,0,1,2
4469,0.7307135,0.3533213,0.6384544,0.60423565,0.59583086,0.7151718,0.7527809,0.5125922,0.5168761,0.41983134,0,0,1,2
4470,0.7302718,0.35023284,0.6371552,0.6044208,0.595683,0.7127272,0.7527992,0.5147019,0.5173409,0.42019856,0,0,1,2
4471,0.7297342,0.34717956,0.6357316,0.6046345,0.5955835,0.71026057,0.75288504,0.51690775,0.5175034,0.42051837,0,0,1,2
4472,0.7291308,0.34407747,0.6343399,0.60467726,0.5955678,0.7075465,0.75296617,0.51920015,0.5174139,0.42075697,0,0,1,2
4473,0.7285202,0.34096935,0.6333079,0.60437006,0.59556663,0.7048513,0.75303775,0.5214815,0.5170141,0.42101178,0,0,1,2
4474,0.7279095,0.33785978,0.6322833,0.60405946,0.595564,0.70217925,0.7530715,0.52369136,0.5167602,0.42100877,0,0,1,2
4475,0.72729874,0.33474985,0.6312561,0.6037391,0.59539264,0.69959515,0.7529915,0.52581894,0.51659286,0.42097437,0,0,1,2
4476,0.72668797,0.33164015,0.63020974,0.60338485,0.5951518,0.6970599,0.75290215,0.52794635,0.5164219,0.42087418,0,0,1,2
4477,0.72607726,0.32853064,0.6291641,0.60303015,0.5949107,0.6945246,0.75277394,0.5300399,0.51625764,0.42060727,0,0,1,2
4478,0.72545713,0.3254387,0.62788635,0.60289794,0.5945558,0.6919074,0.75261915,0.53212774,0.516097,0.42025816,0,0,1,2
4479,0.72481805,0.32237038,0.6263459,0.6029902,0.5941194,0.68931746,0.7523118,0.53440064,0.5156541,0.41988766,0,0,1,2
4480,0.72422385,0.31920663,0.62477076,0.6032151,0.5936301,0.6869837,0.7517344,0.53660226,0.5151365,0.41947806,0,0,1,2
4481,0.72374904,0.31597084,0.6231873,0.603429,0.5931524,0.6846537,0.7509968,0.5387675,0.5145591,0.41907158,0,0,1,2
4482,0.723188,0.31276757,0.6215359,0.6037104,0.5926758,0.6822906,0.75032014,0.54076594,0.5138883,0.41869172,0,0,1,2
4483,0.7225983,0.30953184,0.61986256,0.60407674,0.5921926,0.67986023,0.74969846,0.5425224,0.51314956,0.41835874,0,0,1,2
4484,0.7219762,0.30629405,0.61815995,0.60443604,0.5917004,0.6773576,0.749018,0.5444907,0.51218516,0.41812968,0,0,1,2
4485,0.72134125,0.30306435,0.61639124,0.60471714,0.5911807,0.6745736,0.7481933,0.5465,0.51094407,0.41793874,0,0,1,2
4486,0.7206581,0.29988146,0.6147016,0.604983,0.5906087,0.67189085,0.7471555,0.54848254,0.5096959,0.41773573,0,0,1,2
4487,0.7199561,0.2967126,0.6130395,0.6053312,0.58991367,0.66924673,0.746008,0.5503919,0.5084713,0.41755757,0,0,1,2
4488,0.71926105,0.29359344,0.6113572,0.60579675,0.58910286,0.66660243,0.74486494,0.55224276,0.5072094,0.41741696,0,0,1,2
4489,0.7185669,0.29048026,0.6096725,0.6061942,0.58835644,0.6640981,0.74363524,0.5540143,0.50596654,0.41721168,0,0,1,2
4490,0.71787256,0.28736705,0.60798806,0.6065883,0.5876134,0.6618194,0.7420699,0.55571634,0.5048054,0.41679922,0,0,1,2
4491,0.71715426,0.28428227,0.60639024,0.6069211,0.58680797,0.6597755,0.7403136,0.5573877,0.5036417,0.41641346,0,0,1,2
4492,0.71645075,0.28117567,0.60481346,0.6072888,0.58594924,0.65770304,0.7385482,0.5589954,0.5025005,0.41603538,0,0,1,2
4493,0.7157643,0.27819693,0.6031831,0.60757416,0.5850796,0.655631,0.73677146,0.5604424,0.50149155,0.41563693,0,0,1,2
4494,0.7150738,0.27522713,0.6015719,0.6077949,0.58420986,0.6535592,0.7349974,0.56199515,0.5001762,0.41529146,0,0,1,2
4495,0.714375,0.2722099,0.59969354,0.6080382,0.58338475,0.65140873,0.73323154,0.5634749,0.49887156,0.4148266,0,0,1,2
4496,0.7136412,0.26911825,0.59777194,0.6082625,0.58253264,0.6494282,0.73131806,0.5649209,0.497495,0.41441414,0,0,1,2
4497,0.7129072,0.26596245,0.5958076,0.6083794,0.5816292,0.6475338,0.7293557,0.5664375,0.49671143,0.41401553,0,0,1,2
4498,0.7121735,0.26279467,0.5938665,0.6083877,0.58065504,0.645702,0.7273617,0.56800437,0.49586678,0.41360864,0,0,1,2
4499,0.711442,0.25963184,0.5921299,0.6081181,0.57964826,0.64395,0.72534263,0.5695684,0.49504638,0.41318187,0,0,1,2
4500,0.6149399,0.4714108,0.6255111,0.5360116,0.5850806,0.6647778,0.69194055,0.32067764,0.3808719,0.30838963,0,0,1,2
4501,0.61767477,0.47072494,0.6277528,0.5372052,0.58669716,0.6672838,0.693431,0.32343584,0.38377702,0.3107868,0,0,1,2
4502,0.6204258,0.4700174,0.6298868,0.5383958,0.5883128,0.66975653,0.6949004,0.32652575,0.38647082,0.31314737,0,0,1,2
4503,0.62316674,0.4693981,0.63177884,0.5395808,0.589962,0.672275,0.69665587,0.32970324,0.3892265,0.31545416,0,0,1,2
4504,0.62578607,0.46894962,0.63345295,0.5408153,0.5916289,0.6748093,0.69840497,0.33299738,0.39204952,0.3177167,0,0,1,2
4505,0.62840635,0.46851304,0.6351289,0.5422052,0.5931709,0.67737085,0.7000719,0.3364028,0.39502946,0.31978014,0,0,1,2
4506,0.63102657,0.46807668,0.6368049,0.5435802,0.5947049,0.67990613,0.70161337,0.34014577,0.39727393,0.32183635,0,0,1,2
4507,0.63364697,0.4677998,0.63834256,0.54491717,0.59620845,0.68238217,0.7032047,0.34355572,0.39976698,0.32403296,0,0,1,2
4508,0.6362536,0.46788144,0.6395578,0.5462425,0.59767073,0.6847758,0.70488167,0.34660563,0.4024451,0.32620397,0,0,1,2
4509,0.63878167,0.46785787,0.6407458,0.5475182,0.5990917,0.6871212,0.7065454,0.34939447,0.4052329,0.3283141,0,0,1,2
4510,0.6412874,0.46780556,0.64196354,0.5489855,0.6004503,0.6893608,0.7082478,0.35220835,0.4079687,0.33053958,0,0,1,2
4511,0.6437929,0.4677532,0.64325976,0.55054516,0.60178167,0.69162565,0.71004474,0.35521266,0.41050977,0.33290493,0,0,1,2
4512,0.6462453,0.46766254,0.64447725,0.55214876,0.6031073,0.6938941,0.7117554,0.35803342,0.4130039,0.33502325,0,0,1,2
4513,0.6486183,0.4675674,0.6455832,0.5537252,0.6044139,0.6961719,0.71343774,0.36071175,0.41555712,0.33748752,0,0,1,2
4514,0.65099066,0.4674488,0.6466418,0.55577075,0.60532904,0.6984263,0.7151772,0.36330992,0.41823447,0.34013417,0,0,1,2
4515,0.6533645,0.4672751,0.6477113,0.5581369,0.6059141,0.70053506,0.71701086,0.36569738,0.42064244,0.3427693,0,0,1,2
4516,0.6558425,0.46706277,0.64877254,0.56031245,0.60643893,0.7027223,0.71884716,0.3680903,0.42293376,0.34538895,0,0,1,2
4517,0.65851164,0.46672055,0.64975417,0.56251806,0.60683876,0.70490044,0.72072285,0.3705026,0.42529204,0.34789714,0,0,1,2
4518,0.6611543,0.4663772,0.65069085,0.56462985,0.6070691,0.7069084,0.72270185,0.37282875,0.42781895,0.35023698,0,0,1,2
4519,0.66362536,0.46583608,0.6518421,0.56671834,0.6068777,0.70876706,0.7246458,0.37510642,0.42975554,0.35259837,0,0,1,2
4520,0.66603756,0.46506777,0.6529721,0.5689566,0.60654604,0.71076053,0.72645634,0.37735417,0.43153375,0.3550828,0,0,1,2
4521,0.668414,0.4643834,0.65401137,0.57113355,0.6061787,0.713006,0.7281114,0.3795337,0.43333608,0.35755202,0,0,1,2
4522,0.6707818,0.46375537,0.65499103,0.5732153,0.60588,0.7153565,0.72956944,0.38166898,0.4351487,0.36000347,0,0,1,2
4523,0.6731874,0.4630045,0.6558968,0.5752058,0.6057615,0.71750754,0.73100656,0.38382554,0.4371808,0.36223426,0,0,1,2
4524,0.6756328,0.46219578,0.65672326,0.5770294,0.6057804,0.7192229,0.7322335,0.38598555,0.43942872,0.36424503,0,0,1,2
4525,0.6780517,0.46142238,0.6574787,0.57882893,0.6058591,0.7208749,0.73320454,0.3884307,0.44175714,0.36622593,0,0,1,2
4526,0.68035334,0.46065122,0.65800184,0.5803659,0.60593987,0.72262186,0.73408365,0.39098093,0.44421414,0.3682112,0,0,1,2
4527,0.6825792,0.4598203,0.6583353,0.58186734,0.6060016,0.7243517,0.73498136,0.3938328,0.44673693,0.3702328,0,0,1,2
4528,0.6848223,0.45876956,0.6587348,0.58333224,0.6058636,0.72624767,0.7359845,0.39703685,0.4491646,0.37220186,0,0,1,2
4529,0.6871112,0.4577034,0.6591565,0.5847697,0.6057107,0.72811013,0.73669696,0.40030137,0.4516774,0.37395304,0,0,1,2
4530,0.68933743,0.4564594,0.65961725,0.586086,0.60531706,0.7299225,0.7372709,0.40359795,0.4542534,0.37558368,0,0,1,2
4531,0.6915527,0.4548268,0.6599049,0.58734643,0.604858,0.7315581,0.73768413,0.40682998,0.45686138,0.3771282,0,0,1,2
4532,0.69381493,0.45309892,0.6601051,0.58861434,0.6045527,0.7327034,0.738078,0.41007394,0.45945013,0.37854713,0,0,1,2
4533,0.69601405,0.4515044,0.66013104,0.5895903,0.6041507,0.7336313,0.73844594,0.41334355,0.46200195,0.3800761,0,0,1,2
4534,0.69814473,0.45016265,0.66009086,0.5905161,0.6037207,0.7343574,0.73917305,0.41642112,0.4645132,0.38161477,0,0,1,2
4535,0.7002271,0.4488644,0.66005164,0.5914907,0.60339326,0.7349593,0.74000555,0.41954213,0.4669627,0.38309312,0,0,1,2
4536,0.70230967,0.4475685,0.6599946,0.59244347,0.60305476,0.73558855,0.7407974,0.42268842,0.46942902,0.3845594,0,0,1,2
4537,0.704392,0.44627404,0.6599025,0.5934154,0.60268676,0.7363768,0.74142575,0.42587155,0.47192332,0.38610983,0,0,1,2
4538,0.7060643,0.44492045,0.6600704,0.5942127,0.6023307,0.73717475,0.74200433,0.42891932,0.47455215,0.38768306,0,0,1,2
4539,0.70732075,0.44333398,0.66037923,0.59485936,0.6019333,0.73801106,0.7425534,0.43187082,0.4773186,0.3893191,0,0,1,2
4540,0.7085947,0.4416118,0.6607794,0.59550184,0.60150707,0.7388353,0.7430683,0.43476376,0.48010147,0.3909887,0,0,1,2
4541,0.7098916,0.43971503,0.66093665,0.5960277,0.6012311,0.7395552,0.74350923,0.437675,0.48290694,0.39263207,0,0,1,2
4542,0.7112238,0.43763453,0.6608999,0.5964156,0.60107374,0.7400949,0.74386626,0.44055185,0.48540223,0.39422753,0,0,1,2
4543,0.7125831,0.43545258,0.66084987,0.59668416,0.60074806,0.7404599,0.74429667,0.44323203,0.48763457,0.39559287,0,0,1,2
4544,0.71379113,0.4334288,0.6606014,0.59688944,0.6002647,0.7405929,0.74477714,0.44588798,0.48988408,0.39692813,0,0,1,2
4545,0.7150174,0.43112427,0.6602723,0.59715545,0.5999947,0.740916,0.74516743,0.448495,0.49213058,0.39833567,0,0,1,2
4546,0.7162115,0.42861444,0.6598347,0.597433,0.599713,0.7412477,0.7455433,0.45115495,0.49426565,0.3996631,0,0,1,2
4547,0.71729904,0.42596823,0.65938795,0.5977766,0.5995826,0.74131966,0.7459792,0.45376822,0.49631968,0.40105844,0,0,1,2
4548,0.7184445,0.4231013,0.6588603,0.5982034,0.5994058,0.7412735,0.7464821,0.45638224,0.4981832,0.40238377,0,0,1,2
4549,0.7193151,0.42006788,0.65848476,0.59867996,0.5990912,0.7410503,0.7468193,0.45880747,0.49996334,0.40367836,0,0,1,2
4550,0.7201377,0.4169781,0.65806526,0.59914684,0.5989193,0.7406371,0.74726194,0.46123466,0.50162774,0.40499747,0,0,1,2
4551,0.7209001,0.4138986,0.65756863,0.5995329,0.59883344,0.7401128,0.74783003,0.46367407,0.503157,0.40624928,0,0,1,2
4552,0.7216606,0.41083077,0.6571393,0.5997612,0.59879524,0.73966694,0.7484555,0.4662911,0.50449646,0.40744096,0,0,1,2
4553,0.72242045,0.40762165,0.65678555,0.5998378,0.5987562,0.7392528,0.7490211,0.46902767,0.505685,0.40852407,0,0,1,2
4554,0.723285,0.40419102,0.6563876,0.60005087,0.5983813,0.73882985,0.7495695,0.47176105,0.50674105,0.4094094,0,0,1,2
4555,0.7241652,0.4007899,0.65590954,0.6002872,0.5979051,0.7382769,0.75018966,0.47464776,0.5075917,0.41029578,0,0,1,2
4556,0.72501516,0.39736912,0.65522903,0.6003692,0.5973237,0.73762417,0.75081354,0.47766012,0.5084144,0.41118765,0,0,1,2
4557,0.72588164,0.39402342,0.65447086,0.6005575,0.59672487,0.7368291,0.75139964,0.4806182,0.509304,0.41209066,0,0,1,2
4558,0.72669417,0.3907846,0.65352327,0.6006044,0.5964432,0.735577,0.7517011,0.48362812,0.5102184,0.41318008,0,0,1,2
4559,0.72746044,0.38752136,0.6524551,0.6006405,0.59616965,0.73432463,0.7519467,0.48660344,0.511158,0.41424915,0,0,1,2
4560,0.72823405,0.38423428,0.6513921,0.6007267,0.5957751,0.7331776,0.7521701,0.4894938,0.51219374,0.41531727,0,0,1,2
4561,0.7290274,0.38100076,0.6502714,0.6009317,0.5953992,0.7319944,0.7522383,0.49224824,0.5130591,0.41622978,0,0,1,2
4562,0.7296931,0.37777075,0.6489674,0.601454,0.59508526,0.7305806,0.7522649,0.49506778,0.51353914,0.41675952,0,0,1,2
4563,0.730265,0.37459677,0.64763606,0.60189545,0.5948795,0.7289887,0.7521663,0.49790776,0.5142323,0.41734454,0,0,1,2
4564,0.7306419,0.37142932,0.6462325,0.6022805,0.5947713,0.7272275,0.75218743,0.50065917,0.51486754,0.41794944,0,0,1,2
4565,0.73077893,0.36826542,0.6447951,0.60264033,0.59477633,0.72545254,0.7522111,0.50317466,0.5154381,0.4186081,0,0,1,2
4566,0.730734,0.36520588,0.64331585,0.6029219,0.5948569,0.72359955,0.7523116,0.5055107,0.5159837,0.41922814,0,0,1,2
4567,0.73056906,0.3620099,0.6420534,0.6032089,0.594834,0.7217692,0.75245535,0.50766796,0.51648587,0.41988444,0,0,1,2
4568,0.7304555,0.35877103,0.64076513,0.60342133,0.5946978,0.7198279,0.75247675,0.50977725,0.51705307,0.42041662,0,0,1,2
4569,0.7303376,0.3555378,0.6393834,0.6035962,0.5946014,0.7175062,0.7523839,0.51187,0.517618,0.42085782,0,0,1,2
4570,0.7299179,0.35245377,0.6379104,0.6037698,0.5944831,0.7150357,0.75237453,0.5139877,0.51807487,0.42132,0,0,1,2
4571,0.7294423,0.3493783,0.6364162,0.6039536,0.5944029,0.7125407,0.75251114,0.5162277,0.5182153,0.42163783,0,0,1,2
4572,0.7289005,0.34631944,0.6349293,0.60414845,0.59435326,0.7098619,0.7526558,0.51851547,0.51828724,0.42187512,0,0,1,2
4573,0.7282898,0.34321,0.63365984,0.6040942,0.5943092,0.7071551,0.7527875,0.5207929,0.5179205,0.42213127,0,0,1,2
4574,0.72767895,0.34010014,0.63263595,0.6037896,0.59428746,0.7044644,0.7528941,0.52303404,0.51760876,0.4224747,0,0,1,2
4575,0.72706836,0.33699048,0.63161093,0.6034797,0.59428453,0.70175934,0.752881,0.52512443,0.5174748,0.422463,0,0,1,2
4576,0.72645754,0.33388057,0.6305647,0.60321045,0.59410375,0.69929093,0.7528217,0.52718157,0.5173622,0.42237118,0,0,1,2
4577,0.7258446,0.33077618,0.6295439,0.603052,0.5935907,0.69685924,0.7527335,0.52925485,0.5172604,0.4221741,0,0,1,2
4578,0.72523,0.32767764,0.6282988,0.60304725,0.5931888,0.69424146,0.7526072,0.5314139,0.51705796,0.42185014,0,0,1,2
4579,0.7246499,0.32447806,0.6267514,0.60326093,0.59286255,0.69158906,0.7523492,0.5337176,0.5166297,0.42150027,0,0,1,2
4580,0.72407025,0.32127792,0.6252043,0.60347515,0.59242165,0.68922263,0.75175905,0.5358927,0.5161136,0.42108625,0,0,1,2
4581,0.7236136,0.31801787,0.6236694,0.6036821,0.59195685,0.6868837,0.7510519,0.5379899,0.5155511,0.4206799,0,0,1,2
4582,0.7230055,0.314726,0.62220156,0.603825,0.5914393,0.6845332,0.75040835,0.54000616,0.5148467,0.4202944,0,0,1,2
4583,0.7223764,0.3113727,0.6207336,0.6040292,0.5908923,0.68212014,0.7497937,0.54179996,0.51408976,0.4199723,0,0,1,2
4584,0.7217797,0.3081113,0.61919695,0.60418516,0.5903644,0.67958325,0.7491105,0.54348665,0.51326156,0.41976365,0,0,1,2
4585,0.72107744,0.30494577,0.61756104,0.6043769,0.5898061,0.67690694,0.7482754,0.54537714,0.5121361,0.41960245,0,0,1,2
4586,0.7203758,0.30178058,0.6159248,0.6046063,0.58922225,0.6742626,0.7472378,0.5473645,0.51087767,0.41942716,0,0,1,2
4587,0.71967375,0.29861498,0.6142889,0.6048454,0.588575,0.671622,0.7462112,0.5492075,0.5096594,0.4192912,0,0,1,2
4588,0.7189714,0.29544955,0.6126531,0.60510135,0.58788526,0.6689851,0.74515,0.5509826,0.5083915,0.41915995,0,0,1,2
4589,0.71826947,0.29228422,0.6110169,0.6055258,0.58705604,0.66644216,0.74400306,0.55269825,0.50714535,0.41895714,0,0,1,2
4590,0.7175731,0.28915632,0.6093443,0.60592353,0.5862666,0.6642568,0.7424054,0.55436534,0.5059807,0.41857553,0,0,1,2
4591,0.7168526,0.28607365,0.607771,0.60622627,0.5854787,0.66221195,0.7406548,0.5560252,0.50480354,0.41820455,0,0,1,2
4592,0.71612257,0.28300178,0.60618865,0.6065575,0.584624,0.6601672,0.73889565,0.5576706,0.5036324,0.41780865,0,0,1,2
4593,0.71541965,0.27999628,0.60457474,0.6068222,0.5837526,0.658118,0.73711914,0.55916035,0.50258666,0.41741002,0,0,1,2
4594,0.71474046,0.27699906,0.6029528,0.60709167,0.5828849,0.6560453,0.73537946,0.56052655,0.5015383,0.41709134,0,0,1,2
4595,0.714019,0.2740108,0.601169,0.6074173,0.5820863,0.654076,0.73341596,0.5618681,0.5003851,0.41681442,0,0,1,2
4596,0.71328664,0.27094954,0.5992397,0.60771024,0.58126396,0.6521179,0.73136985,0.5633473,0.49908477,0.41633183,0,0,1,2
4597,0.7125529,0.2678024,0.59728134,0.6077472,0.5804172,0.6502625,0.7294099,0.5648442,0.49816304,0.41591462,0,0,1,2
4598,0.7118192,0.26463482,0.5954151,0.6075798,0.5795551,0.6484784,0.7274001,0.56639457,0.49740177,0.41546214,0,0,1,2
4599,0.7110852,0.2614671,0.59368783,0.6073152,0.5785632,0.6467082,0.7253321,0.56795985,0.49657288,0.41500288,0,0,1,2
4600,0.61544776,0.47316444,0.6260206,0.5366725,0.5849709,0.6660277,0.6924457,0.32032958,0.3803859,0.30795297,0,0,1,2
4601,0.6181801,0.47247505,0.6282622,0.53786767,0.5865864,0.6685395,0.6939074,0.32305613,0.3834134,0.31031257,0,0,1,2
4602,0.62092996,0.47172272,0.63046336,0.539047,0.5882395,0.6710329,0.6953649,0.32580602,0.3866156,0.31259382,0,0,1,2
4603,0.62368405,0.47119892,0.63225305,0.5402219,0.5898956,0.6735244,0.6968222,0.32902336,0.3895269,0.3148693,0,0,1,2
4604,0.62640136,0.47074568,0.63390464,0.5413977,0.59157676,0.6760739,0.6984753,0.3323595,0.39235678,0.3170992,0,0,1,2
4605,0.629017,0.47028548,0.63557667,0.5426909,0.5931694,0.67863494,0.7000692,0.33567092,0.395331,0.31911963,0,0,1,2
4606,0.6316279,0.46984506,0.63725066,0.54403543,0.59467244,0.68118155,0.7016058,0.3391685,0.39749387,0.32115597,0,0,1,2
4607,0.63422644,0.4699097,0.63848215,0.5453677,0.596143,0.68373656,0.7030574,0.34270346,0.3998988,0.32328582,0,0,1,2
4608,0.63680005,0.46993977,0.63971174,0.546685,0.5976254,0.68624765,0.70462286,0.3458827,0.40251797,0.32545772,0,0,1,2
4609,0.63929904,0.46993482,0.6408899,0.54806656,0.59904385,0.6885719,0.70632595,0.3487524,0.4052961,0.32762787,0,0,1,2
4610,0.64177895,0.4699185,0.64219093,0.549638,0.60038954,0.69081074,0.7080209,0.35158312,0.4080227,0.32983407,0,0,1,2
4611,0.644231,0.46985075,0.643315,0.55120605,0.60176516,0.6929865,0.70977074,0.35453492,0.410606,0.33218506,0,0,1,2
4612,0.64662987,0.46979868,0.6444307,0.55279577,0.6031392,0.6952136,0.71147466,0.35750422,0.41314238,0.33466348,0,0,1,2
4613,0.6490032,0.4697123,0.64557886,0.5544042,0.6044787,0.6974408,0.7131609,0.36012042,0.41573593,0.33728755,0,0,1,2
4614,0.65137297,0.46954417,0.64675534,0.55666465,0.6053351,0.6996452,0.71491903,0.36270294,0.41834044,0.3399074,0,0,1,2
4615,0.65386355,0.46928495,0.64780605,0.55908096,0.60591215,0.7018278,0.7167793,0.36508453,0.42081484,0.3425457,0,0,1,2
