classe,Standardabweichung_y,Variance_z,Variance_y,Standardabweichung_z,Effektivwert_x,Mittlere_Absolute_Abweichung_y,Effektivwert_y,Standardabweichung_x,Mittelwert_x,Variance_x,Mittlere_Absolute_Abweichung_x,Mittlere_Absolute_Abweichung_z
1,11410.9,25127600,130339000.0,5010.23,4726.22,9801.96,11418.7,4685.91,615.936,21979800.0,3885.89,3954.5
1,11419.1,30821400,130526000.0,5548.93,3646.35,9817.56,11424.7,3586.65,657.152,12876900.0,2964.46,4266.89
1,11294.6,30441200,127696000.0,5514.6,5015.06,9660.67,11299.8,4984.0,557.312,24865100.0,3841.67,4335.89
1,11673.2,31863000,136400000.0,5641.91,5364.47,10083.2,11684.8,5352.33,360.704,28676100.0,4420.54,4305.5
1,11822.4,31311900,139910000.0,5592.91,4943.16,10175.0,11863.5,4909.37,577.024,24126000.0,3668.25,4466.49
1,11468.6,29152700,131661000.0,5396.63,2938.25,9801.42,11471.8,2888.36,539.136,8351000.0,2324.62,4349.73
1,11829.6,23761000,140080000.0,4872.09,4568.93,10296.8,11840.4,4547.59,441.088,20701300.0,3715.47,3831.56
1,12036.9,33430100,145031000.0,5778.99,4124.29,10417.8,12037.0,4092.55,510.72,16765700.0,3338.57,4527.64
0,11165.8,22717200,124801000.0,4763.88,3577.91,9637.14,11172.6,3497.52,754.176,12244900.0,2781.52,3682.65
1,11044.5,37071100,122104000.0,6085.56,5213.39,9259.26,11051.8,5179.65,592.128,26855700.0,3996.03,4748.6
1,12026.6,27319600,144785000.0,5224.21,5187.07,10510.2,12031.3,5155.42,572.16,26605000.0,4128.03,4172.19
1,13139.0,38314600,172805000.0,6186.78,5017.95,11537.1,13142.8,4990.65,522.752,24931500.0,4038.1,4799.61
1,11851.7,23239700,140604000.0,4818.35,4181.7,10320.3,11853.0,4146.64,540.416,17211800.0,3303.85,3778.82
1,11590.7,29574800,134478000.0,5435.55,3583.21,10038.1,11592.2,3518.6,677.376,12393000.0,2771.22,4130.99
1,11709.7,23641300,137255000.0,4859.8,3033.7,10186.4,11716.9,2990.71,508.928,8953300.0,2331.84,3808.13
1,12004.7,27343300,144256000.0,5226.47,3196.21,10507.2,12014.0,3120.35,692.224,9746320.0,2538.85,4103.92
0,11428.0,24035200,130730000.0,4900.11,3489.0,9752.55,11439.5,3462.68,427.776,12002100.0,2780.37,3850.47
0,10107.1,19460600,102255000.0,4409.21,2586.51,8457.1,10118.1,2517.4,593.92,6343650.0,1992.91,3513.98
0,10760.2,20635700,115898000.0,4540.38,2679.47,9080.22,10774.5,2611.47,599.808,6826590.0,2081.21,3570.05
0,10365.6,24492300,107553000.0,4946.5,2777.96,8648.97,10377.3,2714.68,589.568,7376850.0,2174.6,3956.4
1,11616.4,29413600,135076000.0,5420.72,2712.07,9917.5,11622.0,2656.1,548.096,7061950.0,2138.2,4296.1
1,11357.3,32373800,129117000.0,5686.95,2362.58,9413.68,11367.1,2276.46,632.064,5187450.0,1822.91,4486.37
0,10913.2,34157400,119216000.0,5841.51,2627.82,9051.95,10926.4,2563.05,579.84,6575820.0,2058.41,4756.95
0,10395.6,29272400,108178000.0,5407.7,2387.04,8667.83,10399.1,2320.39,560.128,5389610.0,1786.25,4298.86
0,10893.5,31763100,118788000.0,5633.06,2299.05,9090.79,10899.0,2219.08,601.088,4929230.0,1793.29,4422.88
1,11682.0,33612200,136606000.0,5794.71,2548.93,9974.32,11683.3,2472.3,620.288,6118400.0,2013.4,4706.31
1,11630.3,27417600,135399000.0,5233.56,2613.19,9914.62,11635.3,2536.75,627.456,6441530.0,2004.43,4236.81
1,11572.4,30708500,134054000.0,5538.75,2486.46,9838.56,11583.4,2439.48,481.024,5957040.0,1950.37,4435.61
1,12063.5,25686700,145673000.0,5065.67,2991.86,10432.9,12086.7,2939.4,557.824,8648720.0,2295.83,4031.7
1,11638.1,30625600,135582000.0,5531.27,2807.85,9971.82,11647.9,2757.64,528.64,7612200.0,2216.45,4452.35
1,11348.8,26269100,128924000.0,5122.78,2702.52,9700.12,11362.1,2646.09,549.376,7008790.0,2139.66,4133.27
1,11590.6,26901900,134477000.0,5184.11,2721.43,9948.0,11593.3,2651.58,612.608,7037910.0,2125.75,4125.53
0,11299.1,26070900,127798000.0,5103.42,2914.09,9708.53,11316.1,2853.66,590.336,8151550.0,2270.64,4040.39
0,10403.1,19742100,108333000.0,4440.99,2529.39,8627.86,10412.7,2467.92,554.24,6096740.0,1983.05,3437.55
0,9424.36,21374900,88907500.0,4620.98,2831.48,7719.91,9434.73,2768.38,594.432,7671600.0,2182.86,3728.44
0,9139.12,19054500,83607100.0,4362.96,2003.84,7425.56,9161.27,1921.41,568.832,3695520.0,1548.29,3427.01
0,8789.4,19013800,77330800.0,4358.29,2392.31,7082.5,8810.42,2335.86,516.608,5461710.0,1858.64,3430.31
0,9281.99,18454800,86241500.0,4293.75,2291.06,7539.15,9287.71,2217.81,574.72,4923600.0,1757.13,3260.24
0,9555.88,17928500,91406300.0,4232.09,2617.83,7825.57,9564.4,2568.54,505.6,6604010.0,2054.31,3291.14
0,9550.38,16929800,91301000.0,4112.52,2405.87,7907.82,9566.24,2311.3,667.904,5347460.0,1814.47,3231.71
0,10153.2,21578600,103190000.0,4642.96,2458.12,8282.87,10166.7,2390.36,573.184,5719530.0,1882.47,3644.79
0,10369.1,21591100,107626000.0,4644.3,2322.95,8598.44,10377.7,2259.89,537.6,5112200.0,1785.4,3668.5
0,10473.9,20907500,109813000.0,4570.19,2702.53,8736.12,10484.3,2650.42,528.128,7031770.0,2089.89,3592.61
0,10279.7,22874900,105778000.0,4780.38,2577.4,8550.54,10290.2,2535.03,465.408,6432820.0,2003.97,3794.72
0,9745.74,25016500,95074400.0,4999.15,2529.87,7883.43,9757.47,2431.86,697.344,5919880.0,1946.73,3821.43
0,9432.81,24436500,89067000.0,4940.86,3007.71,7632.31,9442.99,2963.01,516.608,8788230.0,2398.35,3906.81
0,10308.6,17881900,106373000.0,4226.58,2935.56,8453.86,10328.2,2880.58,565.504,8306040.0,2296.84,3373.54
0,9933.52,27316900,98773600.0,5223.95,3005.24,8091.14,9948.25,2927.25,680.192,8577370.0,2332.26,4214.69
0,8528.43,20398500,72807000.0,4514.22,2992.62,6925.18,8546.18,2929.3,612.352,8589370.0,2378.08,3573.11
0,9045.37,21530500,81900600.0,4637.78,3429.63,7277.72,9058.19,3394.48,489.728,11534000.0,2728.61,3639.18
0,8461.68,22820500,71671600.0,4774.69,3038.29,6820.31,8484.23,2982.84,577.792,8906270.0,2408.59,3743.38
0,7667.61,17912100,58851200.0,4230.15,2786.35,6128.69,7683.81,2722.26,594.176,7418100.0,2195.87,3353.35
0,9616.15,29156300,92562900.0,5396.96,3432.74,7624.42,9639.5,3373.57,634.624,11392300.0,2709.14,4192.89
0,9101.95,22360100,82928400.0,4726.29,3155.38,7399.72,9106.18,3105.22,560.384,9652050.0,2517.9,3750.14
0,9898.54,22918100,98079100.0,4784.89,3095.01,8108.42,9905.56,3038.24,590.08,9240120.0,2473.4,3827.32
0,10173.5,24794700,103604000.0,4976.94,2877.32,8294.35,10181.7,2824.93,546.56,7988230.0,2245.94,3889.58
0,10163.0,23547400,103390000.0,4850.14,2913.23,8394.44,10178.6,2846.15,621.568,8108670.0,2294.34,3883.4
0,10205.1,25602900,104248000.0,5057.4,2866.31,8378.37,10219.6,2806.99,580.096,7887100.0,2235.8,3934.4
0,10012.2,22848800,100344000.0,4777.65,3699.53,8129.88,10019.1,3666.39,494.08,13455900.0,2881.98,3757.38
0,10260.7,20806900,105388000.0,4559.18,3091.28,8488.45,10272.2,3031.41,605.44,9198640.0,2370.79,3606.14
0,10556.9,22066600,111561000.0,4695.16,2570.19,8808.3,10563.3,2515.94,525.312,6336280.0,1974.37,3668.46
0,10903.0,20380800,118995000.0,4512.25,2636.64,9187.48,10915.7,2571.74,581.376,6620480.0,2087.52,3599.22
0,11109.3,19199700,123541000.0,4379.56,2427.5,9560.64,11124.8,2374.42,504.832,5643520.0,1906.87,3449.97
0,11449.7,21992800,131226000.0,4687.3,2582.47,9848.98,11455.0,2526.71,533.76,6390630.0,2005.04,3713.16
1,11459.8,24596900,131459000.0,4957.05,2557.72,9864.77,11462.6,2502.55,528.384,6269010.0,2043.8,3871.03
0,10530.2,21586400,110995000.0,4643.79,2510.26,8809.27,10537.6,2452.69,534.528,6021720.0,1948.61,3582.93
0,9775.03,22997200,95646800.0,4793.14,2461.69,8029.45,9777.73,2404.37,528.128,5786780.0,1935.01,3795.05
0,9222.89,22674000,85146800.0,4759.34,2723.09,7428.27,9229.68,2673.88,515.328,7156800.0,2098.57,3646.68
0,10892.4,27288600,118763000.0,5221.24,2850.16,9198.94,10912.4,2769.68,672.512,7678790.0,2243.76,4045.19
1,11676.4,27488500,136475000.0,5240.33,3192.22,9981.35,11679.4,3128.29,635.648,9796010.0,2497.41,4235.98
0,11373.0,24335800,129476000.0,4930.67,2465.02,9813.01,11375.7,2391.31,598.272,5724100.0,1908.81,3809.57
1,11486.8,23652600,132078000.0,4860.96,2735.45,9884.07,11500.9,2672.96,581.376,7151860.0,2108.83,3910.8
1,11561.1,28840200,133793000.0,5367.62,3012.21,9779.6,11586.8,2952.2,598.272,8724190.0,2352.08,4306.39
1,11469.1,22394200,131672000.0,4729.89,2408.09,9951.66,11476.3,2321.77,638.976,5395990.0,1831.35,3682.32
1,12084.2,35884800,146173000.0,5987.39,2926.81,10329.7,12088.4,2873.7,555.008,8266440.0,2301.62,4713.22
1,12337.9,29776400,152377000.0,5454.05,2405.24,10728.6,12342.3,2340.03,556.288,5481220.0,1866.87,4492.8
1,13109.4,34323200,172028000.0,5855.67,2770.32,11562.8,13112.8,2717.25,539.648,7390830.0,2138.75,4773.84
1,11771.3,29846600,138701000.0,5460.47,2419.46,10056.4,11777.6,2366.21,504.832,5604560.0,1931.42,4421.62
0,11251.9,28667000,126731000.0,5351.48,2208.02,9457.96,11264.5,2148.69,508.416,4621490.0,1698.04,4261.91
1,11607.0,29115700,134858000.0,5393.2,2558.16,9829.62,11627.5,2498.13,550.912,6246910.0,1955.68,4206.53
1,11551.5,29920500,133570000.0,5467.23,2400.88,9762.36,11557.7,2337.6,547.584,5469840.0,1876.44,4291.99
1,12534.8,27186900,157279000.0,5211.5,2166.67,10995.6,12542.7,2086.72,583.168,4358750.0,1641.27,4115.77
1,12402.8,29895100,153982000.0,5464.91,2343.09,10874.9,12410.7,2294.09,476.672,5268130.0,1872.93,4410.57
1,12829.7,29400700,164766000.0,5419.53,2337.51,11356.6,12843.1,2270.85,554.24,5161910.0,1820.25,4341.25
1,12429.9,27265200,154657000.0,5219.0,3003.46,10943.6,12432.0,2929.71,661.504,8591770.0,2280.11,4198.72
1,12320.5,27159200,151947000.0,5208.84,2929.1,10881.0,12326.3,2870.93,580.864,8250490.0,2282.22,4171.35
1,12074.8,35186000,145947000.0,5928.81,3093.1,10571.1,12079.8,3051.67,504.576,9322000.0,2380.86,4423.34
1,12139.7,27150300,147521000.0,5207.99,3408.34,10540.2,12140.2,3346.43,646.656,11209800.0,2676.41,4147.3
1,11989.7,29487000,143896000.0,5427.47,2985.19,10384.7,12001.4,2928.04,581.376,8581970.0,2360.63,4346.14
1,12742.5,32718900,162535000.0,5717.18,5344.12,11220.2,12745.0,5307.34,625.92,28196000.0,4437.08,4551.78
1,12857.9,29250800,165491000.0,5405.7,5085.23,11390.6,12860.2,5041.98,661.76,25447000.0,4227.91,4332.31
1,11585.6,25537900,134361000.0,5050.98,5889.73,9947.2,11599.7,5841.87,749.312,34161600.0,4937.2,3982.6
1,10473.1,35834000,109795000.0,5983.16,4585.2,8732.4,10478.7,4539.15,648.192,20624600.0,3663.78,4639.42
1,11236.3,34610600,126381000.0,5880.13,6325.31,9456.44,11236.4,6271.2,825.6,39367300.0,5024.36,4676.94
1,11300.9,34218200,127837000.0,5846.71,6832.12,9619.01,11306.3,6819.19,420.096,46547900.0,5711.14,4575.71
1,11563.6,33271000,133851000.0,5765.21,3582.73,9917.27,11569.7,3536.17,575.744,12517000.0,2770.05,4543.26
1,11680.9,31586000,136580000.0,5617.33,4179.7,9980.07,11681.1,4121.55,694.784,17004200.0,3313.59,4469.21
1,12407.2,37960400,154093000.0,6158.12,5841.01,10742.4,12452.8,5827.57,396.032,33994600.0,4350.86,4860.97
1,11550.6,25414300,133550000.0,5038.74,2709.38,9889.41,11565.0,2669.42,463.616,7132950.0,2098.63,3997.31
1,11227.1,29736100,126173000.0,5450.35,4094.84,9527.35,11243.8,4039.49,670.976,16333800.0,3335.74,4335.48
0,10892.7,21171600,118770000.0,4598.96,3464.31,9272.39,10893.5,3409.3,614.912,11635000.0,2743.21,3671.95
1,11485.9,28195600,132059000.0,5307.29,5039.21,9870.32,11493.7,5002.61,606.208,25051200.0,4140.84,4225.47
1,10973.0,23568000,120527000.0,4852.26,4258.97,9391.17,10978.2,4226.1,528.128,17877800.0,3411.53,3892.45
1,10750.4,31055700,115687000.0,5569.98,4242.89,8974.27,10758.3,4194.93,636.16,17615100.0,3378.51,4390.3
1,12831.7,31284200,164816000.0,5590.43,6374.96,11256.3,12837.2,6366.82,322.048,40576900.0,5202.56,4541.95
1,12463.9,27023700,155504000.0,5195.84,4587.33,10895.5,12469.5,4558.03,517.632,20796500.0,3599.39,4191.92
1,11771.6,26288200,138708000.0,5124.64,4186.18,10253.2,11784.9,4161.0,458.496,17331200.0,3354.74,4114.09
1,11789.4,28529900,139130000.0,5338.67,3531.86,10103.0,11789.7,3501.51,462.08,12272800.0,2803.27,4201.62
1,11336.4,30639500,128642000.0,5532.53,4837.32,9722.53,11340.7,4799.93,600.32,23062400.0,3815.52,4295.98
1,11832.9,26649900,140157000.0,5159.77,3008.33,10264.8,11836.0,2959.77,538.368,8768990.0,2326.69,4133.85
0,10263.5,24005100,105444000.0,4897.04,2780.15,8456.73,10271.1,2718.47,582.4,7397460.0,2218.61,3818.66
1,11468.0,24358600,131646000.0,4932.97,2754.51,9811.49,11484.6,2682.45,625.92,7202730.0,2106.51,3887.21
0,10685.9,25620600,114303000.0,5059.15,2528.24,8889.7,10696.1,2464.59,563.712,6080300.0,1948.08,4001.64
0,11253.3,25651700,126764000.0,5062.21,2577.72,9524.08,11269.3,2530.87,489.216,6411710.0,2030.79,4071.15
0,10880.3,29727100,118500000.0,5449.53,2820.31,8946.59,10891.4,2751.95,617.216,7580800.0,2175.08,4317.86
0,11204.2,29159100,125659000.0,5397.21,2430.68,9356.84,11216.4,2374.25,520.704,5642710.0,1886.5,4273.93
0,10768.6,29808200,116078000.0,5456.96,2271.0,9037.11,10774.4,2203.42,549.888,4859900.0,1734.22,4338.52
0,10583.5,23740100,112122000.0,4869.95,2104.34,8866.13,10592.0,2037.85,524.8,4157010.0,1642.73,3937.84
1,11707.7,28520800,137206000.0,5337.82,2530.4,10122.5,11714.2,2450.98,628.992,6013320.0,1954.43,4187.89
0,11315.8,20232400,128176000.0,4495.79,2771.03,9666.6,11327.6,2704.36,604.16,7320900.0,2132.42,3582.64
0,11062.2,28270600,122495000.0,5314.35,2919.71,9341.35,11085.3,2868.3,545.536,8235350.0,2332.71,4149.62
1,11382.3,28101000,129686000.0,5298.39,2611.1,9697.24,11388.3,2547.24,573.952,6494920.0,2036.97,4221.88
1,11988.1,28907200,143858000.0,5373.85,2793.87,10415.3,11992.5,2715.43,657.408,7380930.0,2209.29,4263.49
0,10765.6,26497000,116014000.0,5144.95,2815.83,9047.7,10789.2,2770.62,502.528,7684020.0,2160.12,4031.33
0,10874.1,17232500,118365000.0,4149.13,2899.49,9220.56,10883.9,2842.58,571.648,8088330.0,2236.75,3306.84
0,10682.2,19880600,114223000.0,4456.53,2522.43,9109.01,10690.6,2455.54,577.024,6035710.0,2008.32,3509.11
0,10157.0,20205100,103269000.0,4492.76,2888.27,8445.03,10159.7,2830.46,574.976,8019500.0,2261.48,3540.68
0,9307.73,19900800,86720600.0,4458.8,2129.3,7602.36,9312.25,2049.33,578.048,4203980.0,1660.68,3396.82
0,9733.45,22510900,94835000.0,4742.19,2468.83,7958.98,9747.39,2417.83,499.2,5851760.0,1935.13,3673.74
0,9297.21,19886600,86524700.0,4457.21,2382.49,7637.54,9301.22,2310.98,579.328,5345990.0,1882.8,3525.2
0,10073.3,19736100,101572000.0,4440.31,2297.52,8285.41,10085.3,2233.68,537.856,4994300.0,1773.22,3478.71
0,9386.34,17621300,88191600.0,4195.68,2478.87,7732.2,9394.49,2404.37,603.136,5786800.0,1839.29,3292.36
0,10072.7,18602500,101560000.0,4310.91,2345.85,8281.77,10090.3,2268.68,596.736,5152050.0,1826.89,3361.13
0,10297.8,18868400,106152000.0,4341.61,2520.07,8523.92,10318.1,2459.06,551.168,6053030.0,1931.51,3459.52
0,10084.4,20205400,101797000.0,4492.8,2318.74,8345.24,10096.4,2249.56,562.176,5065600.0,1833.96,3592.79
0,10143.2,22898000,102988000.0,4782.79,2679.82,8384.18,10170.4,2615.48,583.68,6847600.0,2114.83,3720.01
0,10114.0,21446200,102395000.0,4628.69,2824.66,8285.57,10119.5,2757.2,613.632,7609750.0,2134.08,3744.59
0,10248.4,23607200,105135000.0,4856.3,2457.43,8475.05,10253.6,2390.01,571.648,5717880.0,1914.62,3855.86
0,10108.7,25060900,102288000.0,5003.59,2789.97,8319.23,10116.0,2716.35,636.672,7385940.0,2152.69,3948.89
0,9422.02,21156300,88863300.0,4597.3,2826.43,7703.27,9434.16,2770.37,560.128,7682650.0,2187.36,3623.75
0,10404.4,23360900,108360000.0,4830.9,3246.48,8644.09,10417.9,3203.61,525.824,10273400.0,2555.38,3778.17
0,9481.69,25254700,89992400.0,5022.89,3347.66,7745.88,9488.62,3291.89,608.512,10847400.0,2609.08,4055.24
0,8948.54,24927400,80156400.0,4990.24,3072.98,7228.99,8956.42,3008.08,628.224,9057610.0,2398.95,3898.11
0,8751.75,23579800,76669800.0,4853.47,2975.42,6897.32,8753.25,2929.14,522.752,8588450.0,2341.21,3771.77
0,8692.76,23413100,75639700.0,4836.29,2968.75,7019.78,8705.09,2921.4,528.128,8543100.0,2390.18,3806.2
0,9878.71,25891100,97686500.0,5085.79,2974.84,8005.31,9878.89,2928.04,525.568,8582010.0,2355.0,3982.21
0,9777.68,23463800,95698700.0,4841.52,3462.92,8009.25,9780.78,3421.14,536.32,11715900.0,2721.36,3844.87
0,8442.11,17015600,71340500.0,4122.94,2599.02,5945.68,8476.12,2518.6,641.536,6349710.0,1948.44,2855.94
2,170.369,275561,29054.7,524.676,665.748,127.402,576.654,365.737,556.288,133898.0,293.885,431.492
2,163.966,253688,26911.8,503.423,670.652,116.608,565.233,337.865,579.328,114267.0,273.013,402.284
2,166.924,230460,27891.4,479.823,656.629,112.913,561.452,334.582,564.992,112057.0,270.031,381.209
2,168.444,252431,28401.8,502.174,663.084,115.716,559.464,338.605,570.112,114768.0,275.238,391.066
2,167.78,242618,28178.2,492.317,653.628,115.671,561.218,334.739,561.408,112162.0,272.47,391.142
2,160.872,266917,25905.8,516.382,643.879,119.386,573.92,350.44,540.16,122931.0,279.096,413.159
2,163.42,247915,26732.9,497.662,644.236,119.648,570.714,350.699,540.416,123113.0,278.381,404.826
2,164.789,269768,27182.6,519.133,644.998,120.291,569.391,332.902,552.448,110935.0,266.514,403.335
2,155.988,280024,24356.5,528.909,667.566,120.583,581.689,337.445,576.0,113983.0,272.768,417.501
2,158.568,250353,25169.0,500.103,657.078,120.019,574.262,343.523,560.128,118126.0,279.284,388.683
2,163.475,257258,26750.7,506.952,644.693,114.028,565.58,325.405,556.544,105994.0,262.036,403.969
2,168.866,224488,28544.3,473.565,631.962,120.014,568.873,338.747,533.504,114865.0,267.516,365.181
2,161.904,258674,26239.0,508.345,634.756,111.782,562.676,335.856,538.624,112912.0,267.01,398.618
2,165.026,245654,27260.8,495.387,649.857,117.669,564.072,335.519,556.544,112685.0,273.634,400.749
2,166.71,248690,27820.1,498.439,646.622,120.423,567.258,337.715,551.424,114165.0,270.894,393.37
2,154.827,257887,23995.4,507.572,629.625,109.773,563.142,332.315,534.784,110544.0,264.249,408.754
2,166.388,262472,27712.7,512.064,627.696,114.504,558.115,334.001,531.456,111669.0,258.064,402.875
2,159.806,258763,25563.6,508.433,655.13,116.366,570.426,335.096,562.944,112402.0,268.908,401.797
2,153.552,245231,23601.8,494.961,619.975,93.911,543.118,328.857,525.568,108255.0,259.675,391.248
2,166.512,245729,27754.1,495.463,641.943,112.67,557.175,336.278,546.816,113196.0,272.11,394.429
2,153.769,229752,23668.5,479.085,630.197,98.1233,546.127,339.48,530.944,115362.0,269.194,389.047
2,159.313,230104,25406.1,479.452,622.401,105.413,551.144,317.555,535.296,100942.0,255.749,378.399
2,170.077,226470,28955.0,475.651,637.692,112.382,556.057,319.844,551.68,102402.0,259.151,387.076
2,165.397,216775,27383.7,465.358,630.353,103.977,543.902,330.388,536.832,109265.0,263.916,374.26
2,162.289,238708,26364.2,488.334,622.507,105.599,548.342,308.974,540.416,95560.5,248.0,388.637
2,157.375,223846,24791.6,472.887,633.568,99.5328,543.721,334.842,537.856,112231.0,266.294,382.713
2,173.467,237640,30121.0,487.24,620.925,114.81,551.025,315.522,534.784,99654.0,252.042,395.562
2,162.698,234308,26497.2,483.811,617.539,104.039,545.286,313.196,532.224,98189.8,251.584,383.335
2,164.025,264710,26931.0,514.242,616.53,107.092,555.703,327.68,522.24,107482.0,258.458,410.718
2,159.461,242370,25453.4,492.065,615.306,108.954,560.751,329.849,519.424,108909.0,258.32,395.532
2,167.776,225296,28176.9,474.416,623.874,105.7,544.143,317.852,536.832,101131.0,250.424,387.416
2,162.844,238411,26544.8,488.029,638.462,107.673,551.441,324.434,549.888,105362.0,262.099,390.386
2,160.334,248824,25732.6,498.573,622.664,111.645,558.057,324.446,531.456,105371.0,258.025,395.037
2,162.716,257793,26503.0,507.479,622.98,97.792,537.234,321.679,533.504,103581.0,255.912,406.105
2,161.863,249901,26225.9,499.651,608.72,103.793,545.526,320.309,517.632,102700.0,245.469,391.498
2,158.397,259735,25114.9,509.387,634.24,113.402,565.117,330.726,541.184,109489.0,264.63,416.287
2,161.035,238134,25958.3,487.746,626.86,105.357,548.462,334.06,530.432,111707.0,265.29,394.752
2,156.511,252188,24520.2,501.932,628.218,97.4054,543.962,322.475,539.136,104094.0,261.939,407.78
2,160.215,240200,25694.6,489.857,630.457,99.5512,540.881,335.524,533.76,112689.0,266.043,403.302
2,155.576,236196,24228.2,485.757,629.469,96.7588,541.487,324.054,539.648,105116.0,256.657,396.726
2,161.317,241768,26049.3,491.453,628.009,104.731,550.013,325.472,537.088,106038.0,255.505,391.528
2,164.27,252816,27011.5,502.556,642.861,108.326,551.619,324.401,555.008,105341.0,264.516,388.401
2,161.762,241984,26193.1,491.672,615.199,111.562,556.999,318.92,526.08,101812.0,250.527,392.069
2,163.406,226928,26728.1,476.131,634.653,112.835,558.702,325.595,544.768,106118.0,264.155,387.867
2,163.672,220319,26815.2,469.147,613.813,111.017,556.822,311.939,528.64,97403.6,251.845,371.909
2,158.393,242137,25113.3,491.828,632.636,107.016,553.576,323.804,543.488,104954.0,259.213,396.366
2,160.179,236451,25683.0,486.019,650.21,103.219,548.701,330.63,559.872,109426.0,268.711,388.256
2,167.401,242561,28051.2,492.258,642.3,114.586,558.174,323.727,554.752,104904.0,264.548,390.841
2,153.151,248394,23478.8,498.142,616.795,104.832,556.528,332.619,519.424,110746.0,258.409,395.336
2,164.889,229283,27215.7,478.596,633.619,106.533,551.56,321.846,545.792,103688.0,258.691,379.874
2,166.121,245939,27623.8,495.674,615.892,107.235,551.441,312.992,530.432,98062.3,251.433,403.697
2,159.41,245139,25437.1,494.868,626.965,104.317,550.192,326.829,535.04,106924.0,261.248,393.535
2,162.828,235726,26539.5,485.273,622.085,103.532,546.547,322.912,531.712,104377.0,257.718,392.733
2,156.223,244548,24430.0,494.271,609.097,100.631,547.804,325.521,514.816,106070.0,255.497,399.396
2,153.426,221909,23563.0,470.837,612.851,106.996,560.049,324.428,519.936,105359.0,252.91,373.447
2,164.312,240446,27025.5,490.108,626.128,102.301,539.182,319.25,538.624,102023.0,255.627,396.745
2,160.183,247218,25684.3,496.961,647.989,107.44,550.906,330.594,557.312,109402.0,267.398,389.4
1,1233.48,790562,1523000.0,888.691,790.787,404.602,1342.6,585.111,531.968,342697.0,359.456,574.849
1,8732.44,85753800,76331800.0,9255.71,2614.71,4008.68,8743.9,2553.79,561.152,6528350.0,1264.36,4501.95
0,9556.04,25099400,91409200.0,5007.42,2904.85,7646.98,9558.64,2858.36,517.632,8178390.0,2303.29,3836.78
0,10001.1,25735500,100121000.0,5070.48,2903.57,8075.47,10013.1,2867.8,454.4,8232500.0,2288.28,4026.53
0,9679.03,20423500,93777300.0,4516.97,2736.06,7920.74,9684.77,2664.41,622.08,7106170.0,2099.05,3534.9
0,10521.5,23782300,110813000.0,4874.27,2911.33,8655.92,10533.8,2873.01,470.784,8262460.0,2254.54,3651.44
0,10192.1,20225400,103983000.0,4495.02,3062.57,8489.42,10192.6,3008.55,572.672,9060420.0,2418.08,3568.13
0,10576.8,23449300,111980000.0,4840.02,3039.96,8774.94,10579.3,2978.17,609.792,8878400.0,2372.12,3820.25
0,10138.3,17444400,102888000.0,4174.55,2525.8,8554.97,10156.8,2472.3,517.12,6118370.0,1974.26,3325.57
0,11103.5,17607300,123412000.0,4194.01,2317.39,9519.01,11123.6,2258.84,517.632,5107450.0,1780.26,3319.83
0,10782.4,26125200,116377000.0,5108.72,2898.42,8965.89,10785.9,2849.14,532.224,8125730.0,2268.08,3935.89
0,11164.2,21989100,124763000.0,4686.91,2420.22,9525.15,11164.2,2357.88,545.792,5565150.0,1908.29,3742.6
0,10744.6,22835000,115561000.0,4776.21,2308.63,9038.91,10752.8,2239.14,562.176,5018760.0,1795.7,3650.39
0,9441.53,23182800,89231600.0,4812.44,2427.94,7648.94,9445.3,2353.6,596.224,5544960.0,1903.66,3805.24
0,10413.8,19746100,108556000.0,4441.44,2546.41,8754.47,10416.9,2493.29,517.376,6222740.0,2012.97,3441.2
0,11033.0,22433300,121850000.0,4734.02,2860.19,9366.03,11039.6,2802.37,572.16,7861160.0,2263.51,3781.9
1,11673.1,23628200,136398000.0,4858.46,3151.95,10015.0,11675.1,3093.76,602.88,9580920.0,2456.88,3861.03
1,11760.8,29659000,138454000.0,5443.29,2641.96,10034.3,11764.5,2576.68,583.68,6645940.0,2067.19,4443.46
1,11427.1,24021100,130709000.0,4898.68,2826.75,9771.37,11431.8,2752.64,643.072,7584590.0,2209.03,3809.89
1,11595.8,26561900,134597000.0,5151.25,3202.62,9923.22,11607.9,3152.89,562.176,9950690.0,2521.89,4086.3
1,12001.9,33740000,144190000.0,5805.71,2974.63,10346.4,12006.4,2921.42,560.128,8543210.0,2304.55,4710.17
1,11740.4,30656300,137976000.0,5534.04,3020.38,9988.72,11744.6,2985.22,459.52,8920440.0,2319.97,4481.78
1,12006.9,25962100,144309000.0,5092.75,2961.25,10398.3,12007.8,2915.84,516.608,8510610.0,2343.57,4068.25
1,13123.1,31534500,172387000.0,5612.75,3259.23,11562.2,13126.7,3208.57,572.416,10305200.0,2521.97,4474.63
0,11484.2,25071100,132018000.0,5004.6,2109.79,9792.29,11487.4,2046.98,510.976,4194300.0,1619.52,4016.94
0,11286.2,26371000,127505000.0,5132.7,2516.53,9586.54,11291.8,2462.67,517.888,6070800.0,1980.44,4139.47
1,11727.9,26544500,137680000.0,5149.56,2421.68,10081.3,11733.3,2353.19,571.904,5543020.0,1867.33,4108.9
1,11739.0,28973900,137942000.0,5380.05,2638.23,9977.9,11741.0,2576.8,566.016,6646520.0,2036.13,4316.13
